SPY	2020-05-22

Open: 	294.5700
Close: 	295.4200
High: 	295.4200 5/22/2020 4:00:00 PM
Low: 	293.3600 5/22/2020 10:15:00 AM
AVG: 	294.39117256410256410256410256
Vol: 	46721384

HighOpenPct: 	0.2885562005635332858064297100
LowOpenPct: 	-0.4107682384492650303832705300
HighClosePct: 	0
LowClosePct: 	-0.6973123011305937309593121700
HighLowPct: 	0.7022088901008999181892555200

HighOpenDif: 	0.8500
LowOpenDif: 	-1.2100
HighCloseDif: 	0.0000
LowCloseDif: 	-2.0600
HgihLowDif: 	2.0600
OpenCloseDiff: 	0.8500

130 minute segments:
5/22/2020 1:51:00 PM  	Up,5		0.8900		0.3021763487590398261637184700
5/22/2020 11:41:00 AM  	Up,4		0.5300		0.1802782407564883159291132400
5/22/2020 9:31:00 AM  	Down,-4		-0.5700		-0.1935023933190752622466646300

65 minute segments:
5/22/2020 2:56:00 PM  	Up,4		0.5800		0.1967168633835300501967168600
5/22/2020 12:46:00 PM  	Up,2		0.1900		0.0644854737985338039641596500
5/22/2020 10:36:00 AM  	Up,3		0.3400		0.1155244470116543780367639600

30 minute segments:
5/22/2020 3:31:00 PM  	Up,5		0.8400		0.2851517414624210740715595100
5/22/2020 3:01:00 PM  	Down,-3		-0.4700		-0.159305833305087618208317800
5/22/2020 2:31:00 PM  	Down,-1		-0.1000		-0.0338822253845632581147929800
5/22/2020 2:01:00 PM  	Up,3		0.3800		0.1289184421224046682046410600
5/22/2020 1:31:00 PM  	Up,1		0.0950		0.0322410955184877229302065100
5/22/2020 1:01:00 PM  	Up,2		0.2500		0.0849098257650375301429881500
5/22/2020 12:31:00 PM  	Up,3		0.4000		0.1360405400809441213481617500
5/22/2020 12:01:00 PM  	Up,1		0.0350		0.0119057743005357598435241100
5/22/2020 11:31:00 AM  	Up,2		0.2550		0.0868173770938308593218030800
5/22/2020 11:01:00 AM  	Up,3		0.2900		0.0988310670347271921753058700
5/22/2020 10:31:00 AM  	Down,-5		-0.9000		-0.305748063595597227884223400
5/22/2020 10:01:00 AM  	Up,1		0.0800		0.0271849938833763762403153500

5 minute segments:
5/22/2020 3:56:00 PM  	Up,2		0.2300		0.0779159185609268606660117200
5/22/2020 3:51:00 PM  	Down,-1		-0.0500		-0.0169348010160880609652836600
5/22/2020 3:46:00 PM  	Up,3		0.2800		0.0949249076177238363223378600
5/22/2020 3:41:00 PM  	Up,2		0.1950		0.0661543941784133122996285200
5/22/2020 3:36:00 PM  	Down,-1		-0.0600		-0.0203507105789777159719160200
5/22/2020 3:26:00 PM  	Up,2		0.2500		0.0848665897209586529974879500
5/22/2020 3:21:00 PM  	Down,-2		-0.1599		-0.0542493822729032308407907900
5/22/2020 3:16:00 PM  	Down,-2		-0.2600		-0.0881326056743839191891800300
